nom_adjudicatari,nif,nombre_contractes,total_import_iva_inclos
REPSOL COMERCIAL PRODUCTOS PET,A80298839,1,29999.99
REPUTATION AND STRATEGY CONSUL,B67605113,1,18089.5
RESTAURANTS SINGULARS ANG SL,B64552805,3,345.63
"RETEVISION I, S.A.",A62275680,1,2480.63
REVISTA SOBERANIA ALIMENTARIA,G65692519,2,489.95
RHYTHM AND FLOW SL,B67345165,1,700.0
"RIBES PAGES, S.L.",B61248225,1,339.28
RICOH ESPAÑA SLU,B82080177,13,227933.69
RIDEL VILASECA SL,B58276163,1,6049.99
ROCA JUNYENT S.L.P.,B60985421,1,12705.0
ROGASA CONSTRUCCIONES Y CONTRA,A58425760,1,90485.85
ROGER ESTELLER FULL COURT SLU,B01554542,1,1210.0
"ROPEACCESS, SL",B63134597,3,64288.29
"ROSA VALLS FORMACIO, S.L.",B62895826,1,16423.0
ROSELAND MUSICAL SL,B58450339,1,12861.94
"ROSENBAUER ESPAÑOLA, S.A.",A28859833,1,769499.5
ROTAGRAMA SL,B61790663,4,25701.97
ROVIJ ASOCIADOS SL,B59200550,1,17908.0
ROVIRA-BELETA ACCESIBILIDAD SL,B65000275,2,6936.8
ROYAL CANIN IBERICA SA,A28244481,11,5906.330000000001
RUN EXTRABOLD SL,B64039548,1,8954.0
"S.B. AMBIAUDIT, SL",B60626884,1,1016.4
S.E. CATEDRAL BASILICA DE BARC,R0800045G,1,44.23
SA KONICA MINOLTA BUSINESS SOL,A81069197,13,2102.8899999999994
SABICO SEGURIDAD SA,A20202487,8,184982.36000000002
SABORIT INTERNATIONAL SL,B78311941,15,297551.75
"SACYR FACILITIES, S.A.",A83709873,2,2131.8500000000004
"SAEZ DECOM, SL",B64087505,2,6461.4
SAFABUGADES S.L,B65605636,1,7260.0
"SAFY SEGURIDAD, S.L.",B83565150,1,4920.2
"SAGRES, S.L.",B36028991,1,4235.12
SAI ACCESOS Y PRESENCIA SL,B20846481,1,47036.29
SAIMA SEGURIDAD SA,A80573629,1,18140.32
"SAKATA INX ESPAÑA, S.A.",A08660482,3,887.7799999999999
SALESIANS SANT JORDI,R0800885F,6,57840.07
"SALICRU, S.A.",A08435356,2,10047.72
SALTA EMPRESA D'INSERCIO SL,B64144355,16,13167.44
SALUT I EDUCACIÓ EMOCIONAL SL,B55693279,2,10800.0
SAMART S.A.,A17025883,1,14504.62
"SANCHOFLOR, S.L.",B61386231,2,220.0
"SAND, SL",B83377911,1,17811.2
"SANPAR, MANTENIIENTO Y REPARAC",B64154305,1,48071.86
SANTS-LES CORTS EIX COMERCIAL,G64395973,3,16599.16
SAPGRADE S.L.,B01475029,2,35362.25
SAPIENS SCCL,F64074982,2,41722.009999999995
SARRIA COPY SL,B61196259,2,8000.02
SAT LAUNDRY PRO 2016 S.L.,B66820945,1,819.84
SATARA SEGURIDAD S L,B98001282,1,72598.19
SAUTER IBERICA SA,A08252843,2,5445.0
SAYOS & CARRERA SL,B60900214,2,12402.5
SAYTEL SERVICIOS INFORMATICOS,A61172219,7,41571.009999999995
"SCHOLA DIDACTICA ACTIVA, S.L.",B62527221,1,2988.7
SCHÜRCH,9328649,1,181.5
"SCIENCE DREAMING, SOCIEDAD LIM",B66434861,1,1815.0
SCIENCE FOR CHANGE SL,B67362392,1,1694.0
"SCOB ARQUITECTURA I PAISATGE,",B65991572,1,9075.0
SECRET.D'ENTIT.SANTS-HOSTAFRAN,G58186180,8,33633.64
"SECRETARIA TECNICA DACT, SCHAE",U67874081,1,426770.87
SEED MUSIC SCP,J66264136,3,1089.0
SEGESTOP SLU,B67100198,1,18053.01
SEGURA PROCURADORES SLP,B66028424,1,78.47
SEGURIDAD PREVENTIVA CUATRO SL,B62738828,1,4442.82
"SEGURINCO, S.L.",B36911881,1,68797.14
SEIDOR CONSULTING SL,B62076740,2,32549.0
SEIS MAQUINARIA SLL,B64444763,1,1149.5
"SEñALIZACIONES JICA, S.A.",A59334680,11,379967.2199999999
SENTIL 2000 SL,B31665375,25,5410.159999999999
SEQUOPRO S.L.,B86415601,3,4070.4399999999996
"SERAM SERVICIOS GENERALES, SL",B66100389,11,16042.68
SERIKAT CONSULTORIA E INFORMAT,A48476006,1,7999.92
SERRALLERIA BELLUCH SL,B66322322,1,3613.06
"SERUNION, S.A.",A59376574,1,2356.2
SERV. ASISTENCIA TÉCNICA ELBA,B63795306,1,76.23
SERV. EDUCATIUS CAVALL DE CART,B63618045,1,14971.78
SERV. INTEGRALS MANTENIMENT RU,A60744216,12,540205.5700000001
SERV.CATALANS SERVEICA S.A.,A62244116,5,187433.93
"SERVEIS  L'ESPECTACLE RULOT, S",B67068874,9,71200.23000000001
"SERVEIS DE SUPORT A LA GESTIO,",B62795372,1,14869.15
"SERVEIS DEL ESPECTACLE FOCUS,",A58116369,20,165903.47
SERVEIS I COMPLEMENTS INFRAEST,B60432259,5,58076.95
SERVEIS INTEGRALS DE BENESTAR,B67010322,1,3622.0
"SERVEIS INTEGRALS VICDAMA, SLU",B65875023,5,200617.38
SERVICIO DE PREVENCION AJENO E,B17623182,1,2286.9
"SERVICIO ESTACION,S.A.",A08023780,5,213.55
SERVICIOS AUDIOVISUALES AREA T,B63275747,1,174.3
SERVICIOS E INSTALACIONES ALDA,B61563169,9,373060.28
SERVICIOS GENERALES DE DECORAC,B58709379,1,48364.79
SERVICIOS MICROINFORMATICA SA,A25027145,70,577559.4299999999
"SERVICIOS Y DESARROLLOS MARLA,",B66928490,1,62384.87
SERVICIOS Y LOGISTICA DE RESCA,B20793436,1,7633.99
SERVICIOS Y PROD.ALIMENTACION,B65751463,6,3566.7499999999995
"SERVIELEVA, SL",B17538794,3,562.65
"SERVIPREIN,SCDAD.DE PREVENCION",B64171895,2,18330.0
SESPAC SISTEMES ESPORTIUS INTE,B63826655,1,18059.25
SET-PRAT PAPER DISTRIBUCIONS S,A58707340,26,33268.11000000001
SETTING CONSULTORIA EN TECNOLO,B58520339,2,205554.77
SEVEN HUNDRED LITTLE RECORDS S,B66275785,1,1028.5
SEVERIANO SERVICIO MOVIL SA,A27010651,2,61514.740000000005
SGAE SOCIED.GRAL.AUTORES Y EDI,G28029643,1,110.93
SGS INSPECCIONES REGLAMENTARIA,A84395078,2,15004.0
"SGS TECNOS, S.A.",A28345577,6,115250.62
SHIFTA SERVEIS FORMACIO I CONS,B67466854,1,5832.71
SIGMA SERVICIOS PROFESIONALES,B63747414,6,92596.43999999999
SIGNAL ROAD SL,B64709165,1,18143.59
"SIGNUM NORDEST, S.L.",B25478934,2,60328.06
SINAMEDIC SL,B66156704,1,13189.0
SINERGIA EMPRESA 2010 SL,B67568501,1,17968.5
SINERGIA ENERGIA DRET MEDI AMB,B67007237,2,28556.0
"SINERGIQ, EVENTS & COMMS, S.L.",B64466527,2,21719.5
SINGULAR NET CONSULTING S.L,B66140757,1,907.5
SINGULAR WOD SPAIN SL,B86766938,2,18218.68
SINGULARIS CATERING DE AUTOR S,B67043331,1,2640.0
SINOPSI CONSULTORIA S.L,B63642326,1,17303.0
SINTAGMA CREACIONS EDITORIALS,B61506861,1,5711.2
SIOL TECNOLOGIA SL,B63916340,10,26657.51
"SIRIS ACADEMIC, S.L.",B65489478,1,17908.0
SISEC SL,B63307995,1,299.2
SISTEMA D'EMERGENCIES MEDIQUES,A60252137,1,2400.0
"SISTEMAS ARQUIMART, SLU",B01472216,1,6152.18
SISTEMAS INTEGRA. REDES I TELE,B61588737,2,19605.059999999998
SISTEMES INFORMATICS A MIDA S.,B61879789,1,11999.99
"SIVICOM ENGINEERING, SL",B66854001,1,98639.2
SL PGI 2000 CONSULTORIA I ENGI,B62310446,1,16878.29
SL VERTEX EMPRESARIAL DE SERVE,B62286638,1,363.0
"SM, SISTEMAS MEDIOAMBIENTALES,",B61461810,4,148100.18
SMART IBERICA DE IMPULSO EMPRE,F90065418,5,13285.8
"SNAFU, S.L.",B67120857,1,3690.5
SNOOP BARCELONA SL,B65516098,1,1210.0
SOCIETAT CATALANA D EDUCACIO A,G58037862,5,28044.95
"SOCIETAT CATALANA DE PETROLIS,",A58415779,1,3000.0
SOCIETAT ORGANICA +10 SCCL,F66674805,1,17182.0
SOCOMEC IBERICA SA,A60107521,7,19223.44
SODEPAU,G60843299,2,4315.34
SOGESA INSTALACIONES INTEGRALE,A08181745,1,2097.1
SOKO DIGITAL SL,B66901315,1,3630.0
SOLDEVILA SOLDEVILA SOLDEVILA,B64906811,1,7260.0
SOLER SEGURIDAD SERVICIO TECNI,B61305744,4,92595.25
SOLNHOFEN PIEDRA NATURAL SL,B58034240,1,61.71
"SOLRED, S.A.",A79707345,1,1526437.5
SOLTEC PAVIMENTOS Y REVESTIMIE,B65842809,1,47109.61
SOLUCIONES TECNICAS FEDEZ CUCA,B99305484,2,205087.74
SOLUCIONS GEOGRAFIQUES SCCL,F66905183,3,46463.7
SOLUCIONS ORIENTADES AL MEDI,B63148084,2,21789.08
SOLUCIONS SOCIALS SOSTENIBLES,F67499186,1,1634.6
"SOON IN TOKYO, S.L",B64961287,2,17303.0
SORIGUÉ ACSA,A85110294,1,47458.12
"SORIGUÉ, S.A.",A25007832,3,132373.29
SORTKAT ESTUDIOS S.L.,B62731039,4,41357.0
SPECIALISTERNE SL,B66075987,1,3388.0
SPORA SINERGIES SCCL,F63912240,6,129898.59999999999
SPORTAN,B65770547,1,45293.95
"SRCL CONSENUR, S.L.",B86208824,1,141.78
STACKS CONSULTING E INGENIERIA,B59843920,1,3146.0
STANDING Y PROYECTOS SA,A64005242,1,34881.66
STERNALIA PRODUCTIONS SL,B65662801,1,316.8
STORYDATA SL,B42771956,3,28235.350000000002
STRADDLE3 CONSTRUCTORS SL,B62051826,2,10188.2
STREETBALL BARCELONA SANTS,G65817967,1,3564.0
STUDIO ASSOCIATO SALERNI DAMIZ,04327521003,1,15100.8
SUBMINISTRAMENTS HOTELERS CODI,B25294174,1,15723.96
"SUBMINISTRES INDUSTRIALS S.M.,",B61855789,6,23721.59
SUBTIL.COMINICACIO I ACCESIBIL,J64963390,10,25004.65
SULMAG 40 S.L.,B65708976,1,968.0
"SUMEPLAST, SL",B62583976,1,1811.98
SUMINISTROS ILAGA SL,B28063493,1,3402.83
"SUNDIS, S.A.",A08652828,6,47817.240000000005
"SURIS, S.L.",B08988149,1,1184.47
SUSTEC OUTSOURCING SL,B65258816,5,8041.4
SYNERGIA SICONS SL,B65323081,2,44082.159999999996
TAAT NADONS SL,B65844987,3,14501.850000000002
"TABER MANAGEMENT, S.L.",B66157546,1,5989.5
"TALHER, S.A.",A08602815,5,67899.4
TALLER 10 ARQUITECTURA I GESTI,B67102855,1,4840.0
TALLER ARQUITECTURA NINKASI 78,B67402917,10,51745.49
TALLER DE CULTURA S.L.,B62436738,3,35586.39
"TALLER DE MANYERIA ANDREU, S.L",B62987334,2,12323.85
"TALLER DE MUSICS MANAGEMENT,SL",B60714599,2,2480.5
TALLER D'ESTUDIS I SERVEIS D'E,B65169989,2,25966.6
TALLER D'HISTORIA DE GRACIA CE,G60573219,1,12000.0
"TALLERES ESCUREDO, SL",B58855651,1,5043.28
"TALLERES PALAUTORDERA, S.A.",A08869042,1,10442.6
"TALLERES RUESCA, SCP",J62447487,4,61457.630000000005
TANAKA TEATRE SCP,J65139974,2,1856.1399999999999
TANDEM SOCIAL SCCL,F65570400,4,73985.75
TANDEMTECNIC SL,B63093637,1,17962.45
TARGET TECNOLOGIA SA,A81505752,2,101654.52
"TARPUNA, SCCL",F65735714,3,148821.34
TAS IMAgen y COMUNICACION SL,B60474251,6,8298.22
"TASCA SERVEIS D ANIMACIO,S.L.",B59533190,6,1012233.3400000001
TATA INTI S.C.C.L,F67303156,5,39048.82000000001
TAULA ENTITATS TERCER SECTOR S,G63371421,1,605.0
TEAMS MOTOR SA,A08385395,7,1229.2
TEATRERYA TEXTILES ESCENOGRÁFI,B64020431,1,470.69
TEB BARCELONA SCCL,F62635859,1,106.0
"TEBEX, S.A.",A58066705,1,205458.0
TEB-VERD SCCL,F63880678,3,17424.0
TEC-CUATRO S.A.,A58709130,1,7623.0
"TECHFORCE, SL",B62821152,2,34848.0
TECHFRIENDLY SL,B95886206,1,12705.0
TECHNICAL DRYSUIT ARTIC,B65861858,1,749.98
"TECLAT, S.L.U.",B58167909,1,3594.41
"TECNIC METAL·LISTES 1, SL",B63552988,2,8903.18
"TECNICA Y PROYECTOS, S.A.",A28171288,2,7260.0
TÉCNICAS CIENTÍFICAS  PARA LAB,A59030411,9,6909.1
TECNICAS DEL GRABADO SA,A28995736,1,146.11
TÉCNICAS E INGENIERIA DE PROTE,A78847092,1,1021.48
"TECNICAS EN MARCAJE, S.L.",B08882813,5,1779.08
TECNICAS PARA LA INICIATIVA SL,B58765975,2,36286.69
TÉCNICAS REHAB. Y CONSTR. SL,B59075994,1,120457.48
TECNICS CATALANS ASSOCIATS SER,B64850456,1,30248.22
TECNIFRED SA,A58321787,1,5943.45
TECNILAB ELECTROMEDICINA SL,B43749316,3,2020.7
"TECNIVALL EUROPA, SL",B60688942,1,28242.61
TECNO RADIO COMUNICACIONES SL,B65057507,1,3447.05
TECNOLOGIA EN SUS MANOS SL,B61397055,2,17342.010000000002
TECOSA,A28166007,1,2787.84
"TECSAL, S.A.",A58083080,2,4197.72
TECUM CONSULTORIA PROG.DES. SL,B62522164,2,15930.86
TEISER MATENIMENTS SL,B65887184,3,50758.86
TEKNO SERVICE SL,B41485228,2,49664.58
TELEDUCA EDUCACIO I COMUNICACI,J62241583,1,1149.5
TELEFLEX MEDICAL SA,A03142114,3,3317.3999999999996
"TELEFONICA DE ESPAÑA, S.A.U.",A82018474,3,1856562.78
TELEFONICA SOLUC.INFORM.COMUNI,A78053147,1,15137.1
"TELE-TEST ANALYTIKA,SA",A58023326,2,18034.5
TEMA EVENTS SL,B64952286,1,17569.2
TEMO 2 SL,B58125873,18,2832.32
TEMPESTA MEDIA,B67376855,2,11011.0
"TEN PRODUCTIONS, SL",B58625500,1,605.0
TERRANOVA & LABRADOR SLU,B65922338,1,16638.0
TERRITORIS XLM S.C.P.,J66027574,1,17545.0
TES2A EUROPE CONSULTING AND BU,B65270019,1,17061.0
"TESEM A.T.C.,SL",B63627772,1,18089.5
TEST TECNOLOGIA DE SISTEMAS SL,B59310813,1,8470.0
TESTO INDUSTRIAL SERVICES EMPR,A63590657,1,668.65
TEVASEÑAL SA,A23377674,3,47851.57
"TEX-TECH IBERICA, SL",B67621946,1,2994.75
TEYCE S A,A08577090,3,1168.8600000000001
THE BAD CAT COMPANY SL,B65554669,1,3623.95
THE BIG VAN THEORY,G66125071,1,150.0
THE CLOUD ART FACTORY SL,B66588815,1,17218.3
THE MUSHROOM COMPANY PRODUCTIO,B84805589,1,3025.0
"THE OTHER TV, SL",B66701483,1,13479.4
THE SOUNDWICH PROJECT S.L.,B65682601,1,23344.53
"THE STIKETS COMPANY, S.L.",B65303349,2,368.63
"THIGIS SERVEIS AMBIENTALS, SL",B65655144,1,18000.0
TICSMART S.L,B93275675,1,32496.91
TIENDEO WEB MARKETING SL,B65488959,1,589.96
TINTA INVISIBLE SCCL,F62830005,1,17291.58
TK ELEVADORES ESPAÑA SL,B46001897,2,760968.12
"TOBALINA CONSULTING GROUP, SL",B61864237,1,33940.5
TOI TOI SANITARIOS MOVILES SA,A62518121,9,159147.03000000003
TOLEDO-VILLARREAL A.T. SLP,B63978274,1,12281.5
TOMAS BODERO SA,A09038977,1,69660.55
TOP20 SERVEIS S.L.P.,B63868848,1,1766.6
"TOPLUDI, S.L.",B64606619,1,6049.48
TORRES SERVICIOS TÉCNIICOS SL,B59951319,1,5124.35
"TOTAL SAFETY CLEAN, SL",B65689093,3,8104.58
"TOTCARPES GLOBAL EVENTS, S.L.",B42923698,2,10258.380000000001
"TR-215 GEOSERVEIS, S.L.P.",B67119875,1,1349.39
"TRADESEGUR, S.A.",A80015506,4,45061.270000000004
TRADIA TELECOM SA,A61902045,12,129187.83
TRADUCCIONES Y TRATAMENTO DE L,B61183067,1,3424.3
"TRAMA, S.C.C.L.",F67128140,4,93681.23
"TRANSIT PROJECTES, S.L.",B59489351,9,2939934.3499999996
TRANSPORT SANITARI DE CATALUNY,B62003280,1,27060.0
TRANSPORTS CAN DRAGO SL,B60837325,1,1500.0
TRANSPORTS METROPOLITANS BARCE,B63645253,1,620.4
"TRANSVALLAS ZAMORA, SL",B61664322,1,822.8
TRASS TRACTAMENT D'ESPAIS SL,B66901372,4,133793.19999999998
TRATAM. ACOND. LADERAS Y OBRAS,A64966179,5,198720.91999999998
TRAVESSA QUICK NET SERVICE SL,B64223035,2,947.99
TRENTIA CONSULTING S.L.,B64618713,1,17668.42
TRESAT COORDINADORES SEGURIDAD,B62440110,1,1010.35
TRESCAL ESPAÑA DE METROLOGIA S,B95025714,1,1996.5
TRESCIENTOSMILKILOMETROSPORSEG,B66941006,6,126463.18
"TRIAJOCK, SL",B65447088,1,2032.8
TRIANGLE CATALUNYA SERVEIS AUX,B64338767,4,140959.06999999998
TRIANGLE POSTALS SL,B07694805,2,17939.21
"TRINIJOVE,EMPRESA DE INSERCION",B63715536,5,62970.05
TRN TARYET SAU,A81598385,2,142178.63
TROTEC LÀSER ESPAÑA S.L.U.,B62927835,1,12100.0
TSP MONTAJES SL,B65462798,1,2796.01
TUBKAL INGENIERIA S.L,B60897931,1,7039.78
TULPAN INTERMEDIACION SL,B64932254,1,17182.0
"TURISVALL,SL",B60903002,1,3478.05
TURÓ ACCIÓ SOCIO CULTURAL (TAS,G63695381,1,1017.37
"TURTEGRAF, SL",B64069826,2,1206.37
TUYOTU SL,B62611116,1,704.0
TWO SMALL SL,B62929161,1,484000.0
"UAN-TU-TRI, S.L.",B61505566,4,14545.41
UBILIBET SL,B64074230,2,1233.17
"UDOLS, ASSOC. BENESTAR GOS URB",G64484462,2,16758.51
UNIDAD EDITORIAL S.A.,A79102331,1,15866.62
UNIO DE COMERCIANTS FABRA CENT,G58528738,1,1995.0
UNIO D'ENTITATS DE LA MARINA,G58441189,2,13018.21
UNIO ESPORTIVA SANT FELIU DE,G58447020,1,660.0
UNIO ESPORTIVA SANTS,G08813537,1,14300.0
UNIO FEDERACIONS ESPORTIVES CA,G58155813,2,6664.01
UNIÓN PAPELERA MERCHANTING S.L,B62219290,51,60824.62
UNIQE EXECUTIVE COACHES S.L.,B75233247,1,235.95
"UNITRONICS COMUNICACIONES,S.A.",A81356313,1,17631.36
UNIVERSAL CONSTR. Y COLOCACION,B63591762,2,61512.37
UNIVERSIDAD AUTONOMA BARCELONA,Q0818002H,9,61087.670000000006
UNIVERSITAT DE BARCELONA,Q0818001J,7,19228.33
UNIVERSITAT POLITECNICA DE CAT,Q0818003F,5,77488.4
UPCYCLING BARCELONA,G66674516,1,13794.0
"URBALUX, SA",A28000479,7,34008.86
URBAN MANZANA S.L.,B66665035,1,13915.0
URBAN PROJECT MANAGEMENT SLU,B67101956,1,18113.7
URBANRETAIL SL,B66140997,2,2267.85
URBASER SA,A79524054,2,541728247.5300001
"URBE SBD, S.L.",B60915279,2,50540.47
"URBIDERMIS, S.L.",B66435017,1,5227.2
URIA MENENDEZ ABOGADOS SLP,B28563963,1,16940.0
UTE ABD ABD ECOSERVEIS,U66903964,2,29640.43
UTE ANTEVERTI BARTER,U67767236,1,230868.0
UTE ARÍSTIDES MAILLOL,U05283379,1,0.0
UTE CARTAGO-ADDENDA-ROCA JUNYE,U06970107,1,128889.2
"UTE COM SOCIAL 2021, UNIÓ TEMP",U06979660,1,90688.11
UTE CORPORATION-AS 1,U16699290,1,1854195.75
UTE ENLLUMENAT BCN2,U06903702,1,17881863.6
UTE ESPORTIU LA SAGRERA,U67176826,1,0.0
UTE ETRA BONAL ELECTRONIC TRAF,U16774663,1,6484529.82
UTE FERNANDEZ-VILA-NINOU-MERCH,U67681460,1,372032.11
UTE MEDIALOG-INFINITY MEDIA CO,U67535302,9,1934503.9100000001
UTE RUBATEC-URBALUX ELLUMENAT,U66791211,1,2844.19
UTE TELEVIDA SERVICIOS SOCIOSA,U06889133,1,1866444.27
UTE TPF IM3 2021,U42869057,1,414604.08
UTE WSP APIA SPAIN. MCRIT - CE,U16731978,1,151133.49
UTOPIA 126 SL,B66459744,1,2238.5
UZIPEN SL,B86131406,4,2235.09
VAIC MOBILITY S.L.U.,B65956567,4,52543.95
VAINILLA BROSS SL,B65715930,1,7260.0
"VALENCIANA HOTELERA, SL",B46043238,17,2404.95
VALERI CONSULTORS ARQ.ENG.URB.,B65002834,4,31726.2
VALLAS & TOILETS SLU,B12528543,4,4047.43
VALLFIREST TECNOLOGIAS FORESTA,B64469687,2,5036.33
VALORIZA SERVICIOS MEDIOAMBIEN,A28760692,1,415418645.44
VANGUARD GRÀFIC. S.A.,A58873050,6,228520.61
"VECLUS, S.L",B59371195,2,23353.0
VENTILADOR CULTURAL SL,B64325004,6,26508.68
VERBA VOLANT COMUNICACIO SL,B67419374,1,17424.0
VERBIO TECHNOLOGIES SL,B61993135,1,17787.0
"VESK, PROJECTES I SERVEIS SL",B64269897,4,43157.62
VESTILAB CLEAN ROOM CONTROL SL,B65622821,2,19052.649999999998
VIACIVILIS CONSULTORS D'ENGINY,B63113369,1,72753.46
VIALEX CONSTRUCTOR. ARAGONESA,B59326355,1,48212.57
"VIAQUA, TECNICS EN INFRAESTRUC",B62559307,1,968.0
VICENÇ PIERA S.L.,B61367306,9,2813.23
VICTOR OLIVA DISSENY GRAFIC SL,B63141634,1,1675.85
VIDRES SARDENYA SL,B58142282,1,110.28
"VIENA SERVEI EDITORIALS, S.L.",B59902767,2,13431.0
VILADRAUEDUCACIÓ.COM SCP,J17836396,2,13189.27
VILAR ABELLA SL,B60889276,32,149333.81999999998
VILOPROJECTS SL,B67393157,1,6655.0
VILT ESPAÑA SISTEM. INFORMAC.,B85045029,1,17763.66
VINCLE ASS. PER LA RECERCA I A,G63375786,1,2800.0
VISTA GRAFICA S.L.,B03819224,1,2804.15
VISUAL ENT.GESTION ARTISTES PL,G79467353,3,3975.0
"VITA BREVIS S.L., GENERA INNOV",U16990533,1,120096.48
VITA BREVIS SL,B66825662,1,701.8
"VIUDA DE W. VILA, S.A.",A08363640,1,4642.77
VIUDA PIFARRE Y COMPAñIA SL,B25000597,1,6254.77
VIVA AQUA SERVICE SPAIN SA,A41810920,20,3145.1200000000003
"VIVERS BARRI, SL",B61915336,1,1343.1
"VLEX NETWORKS, SL",B17565623,1,6043.95
VODAFONE ESPAÑA SAU,A80907397,14,6009722.01
VOLSEURE L'AUXILIAR DE L'ESPEC,B64052848,2,85098.09
VOLTEA COMMUNITIES S.L.U.,B02813582,1,17937.23
VOLTES CONNECTA SLU,B25583881,1,10791.06
VOLTES COOP D'ARQUITECTURA,F66740739,3,54390.67
"VORA ARQUITECTURA, SCP",J64202641,2,22675.4
VORACYS SL,B65699092,1,29913.89
VORTEX ASSOCIACIO,G67183459,1,1452.0
"VWR INTERNATIONAL EUROLAB, SLU",B08362089,1,1465.2
"WAKATOBI, CIRCULAR THINKING, S",B67609222,1,9443.34
WAKEFUL SEGURETAT S.L,B67293985,3,164323.79
"WAKEFUL, SL",B66322421,1,14445.53
"WASHINGTON INTERNACIONAL,S.A.",A58353335,1,6203.67
WAVEMAKER PUBLICIDAD SPAIN SL,B81173171,11,2069686.65
WCLOC SANIBERICA S.L.,B01731504,4,141369.13999999998
WE ARE COCU SL,B64914708,1,5989.5
"WEBPROGART, SOCIEDAD LIMITADA",B67303677,1,14822.5
WEST SIDE BUSINESS SL,B98386279,2,700.7
WHADS MEDIA STUDIOS S.L.,B66879909,9,112343.68000000001
WHITE HORSE PRODUCTION SL,B66004722,1,18029.0
"WOLTERS KLUWER ESPAñA,S.A.",A58417346,2,13507.150000000001
XEROX ESPAÑA S.A.,A28208601,6,3340.89
XESCO ESPAR SYSTEMS SL,B67294512,1,1815.0
XIMENEZ CATALUNYA SLU,B65848889,2,24701.38
XIULA SESSIONS SL,B67150417,1,1452.0
XPS ARTS FINALS SL,B60838893,2,45435.5
ZAMBRA BLANCA SL,B63671150,2,12947.0
ZENON DIGITAL RADIO SL,B65135410,6,1161724.58
ZINET MEDIA GLOBAL SL,B28481877,1,42229.0
ZÔ 3,G64082092,1,300.0
ZOHAR CONSULTORIA Y MARKETING,B64443252,2,34848.0
"ZONA EQUUS, SL",B57531360,1,5940.06
ZOOETHICS ETHICAL ANIMAL PROJE,B66541988,1,104985.64
"ZOOM PUBLICIDAD EXTERIOR 2020,",B02634061,2,2446.62
