nom_adjudicatari,nif,tipus_contractes,objecte,procediment,import_adjudicacio_net_sense_iva,import_adjudicacio_iva,nombre_contractes
ASOC CULTURAL RADIO NIKOSIA,G64778962,Serveis,Realització de tallers de temàtica social i cultur,Menor,14000.0,16940.0,1
ASOC ESPAI DIALEG PROFESSIONAL,G02700532,Serveis,Prova pilot eines gestió de conflictes,Menor,7980.0,9655.8,1
ASOC ESPAÑOLA DE GESTORES DE F,G64763410,Serveis,Manteniment Vehicles Parc Mòbil,Menor A Genèrica,600.0,726.0,1
ASOC NAC PARA INVESTIGACION DE,G88443957,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,135.0,135.0,1
ASOC PARA LA PROTECCION DEL ME,G40610701,Serveis,Programa activitat d'alimentació sostenible FM VdG,Menor A Genèrica,500.0,500.0,1
ASOC PROFESIONAL ESPAÑOLA DE P,G73637209,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,760.0,760.0,1
ASOC PROMOCION INICIATIVAS SOC,G58192428,Serveis,ACTIVITATS PUNTUALS ALS CASALS DE BARRI NB,Menor A Genèrica,838.95,1015.13,1
ASOC. CULTURAL TALLER PUBLILLA,G67103523,Serveis,Implementació projecte d’art La balsa de la Medusa,Menor,12388.43,14990.0,1
ASOC. ESPORT-3,G08880577,Serveis,ACTIVITATS CULTURALS CENTRES CÍVICS I CASALS BARRI,Menor A Genèrica,200.41,200.41,1
ASOC. LA PERIFERICA,G65180838,Serveis,METODOLOGIES PEDAGOGIQUES EN L'ÀMBIT SOCIOEDUCATIU,Menor,14100.0,17061.0,1
ASOC. PHARE TERRITORIOS GLOBAL,G02722007,Serveis,Estratègia d'internalització Barcelona-Bogotà,Menor,14830.2,17944.54,1
ASOC. PLATAF. APROFITAMENT ALI,G66219718,Serveis,ACTES PUNTUALS,Menor A Genèrica,750.0,907.5,1
ASOC.CAN ENSENYA PROM.SOC.PERS,G08638926,Serveis,ACTIVITATS PUNTUALS ÀMBIT PERSONES DISCAPACITAT,Menor A Genèrica,159.96,159.96,1
ASOC.ESPORTIVA CIUTAT VELLA DE,G08941494,Serveis,Serv. produc actes puntuals no recurrents C. Vella,Menor A Genèrica,1804.0,1804.0,1
ASOC.PROFESIONAL DE TECNICS BO,G48511547,Privat d'Administració Pública,Subscripcions revistes corporatives (2) 2021,Menor A Genèrica,52.88,55.0,1
ASOC.VECINOS BARRI SANT CRISTO,G58188996,Serveis,Suport a activitats ocasionals no recurrents,Menor A Genèrica,2920.0,2920.0,1
ASOC.VECINOS TORRE LLOBETA,G58414137,Serveis,ACTIVITATS PUNTUALS A VILAPICINA I TORRE LLOBETA,Menor A Genèrica,2536.42,2536.42,1
ASOCIACIÓ COMERCIANTS SANT GEN,G67054429,Serveis,ACTIVITATS NADAL COMERCIANTS S. GENÍS,Menor,1495.0,1495.0,1
ASOCIACION CIUDADES INTERCULTU,G66949470,Serveis,Tasques suport Dept. Intercultur. i Plur. Religiós,Menor,10600.0,12826.0,1
ASOCIACION COMERCIANTES MERCAD,G61045498,Serveis,Despeses menor quantia actes puntuals Comerç,Menor A Genèrica,1150.0,1391.5,1
ASOCIACIÓN EXPERIENTIA,G98716848,Serveis,Serv. produc actes puntuals no recurrents C. Vella,Menor A Genèrica,700.0,700.0,1
ASOCIACIÓN NEUROCIENCIA APLICA,G67544452,Serveis,"Realització de tallers ""Un cafè per compartir""",Menor,7100.0,7100.0,1
ASS CONSEIL INTERNATIONAL DES,44784226128,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,250.0,250.0,1
ASS CULTURAL FORMACIO I CONEIX,G64855927,Serveis,Coordinació Tècnica Parc Cultural Montjuïc,Menor,13280.0,16068.8,1
ASS. IRIDIA CENTRE PER LA DEF.,G66610882,Serveis,Informe situació unitats territorials de Barcelona,Menor,6000.0,7260.0,1
ASS. ORQ. CAMBRA REIAL C. ARTÍ,G60688900,Serveis,Orquestra FM Les Corts 2021,Menor,4500.0,4500.0,1
ASS.AEDO SOCIAL FILMS,G65781221,Serveis,Dinamització digital i vídeo,Menor,3305.78,3999.99,1
ASS.CAT.ENGINYERIA SENSE FRONT,G60910528,Serveis,Estudi impacte econòmic increment tarifes electriq,Menor,6000.0,6000.0,1
ASS.CAT.INTEG.HOMOS.BISEX.TRAN,G63476097,Serveis,Acolliment Lot 1 - Abril  - ACATHI,Basat en Acord Marc,4152.0,4152.0,1
ASS.CULTURAL L'INDEPENDENT DE,G66245986,Serveis,Elaboració dels materials de Nadal de Gràcia,Menor,6150.0,7441.5,1
ASS.JOVES GITANOS DE GRACIA,G65777104,Serveis,Músics pel Dia Internacional del Poble Gitano,Menor,600.0,726.0,1
ASS.XARXA DOS DEU MILLORA BARR,G66160763,Serveis,"Instal.lació, dinamització i formacio punts liles",Menor,4730.0,4730.0,1
ASSESS.INFRAESTRUCTURES I MOBI,U67716977,Serveis,AT programa Superilla Barcelona- xarxa eixos cív,Obert,412233.64,498802.7,1
ASSESSORIA ENERGÈTICA CATALANA,B60705522,Serveis,Climatització edificis de l'Ajuntament Barcelona,Menor,4190.0,5069.9,1
ASSESSORIA INFRAESTRUCTURES I,B63432512,Serveis,AT de suport avaluació proj. i estudis Mobilitat,Menor,14950.0,18089.5,1
ASSESSORIA TECNICA DEL SOL S.L,B61847091,Serveis,Redacció del pla d'excavació jardins Anna Piferrer,Menor,1400.0,1694.0,1
ASSO.CULTURAL FARRE,G66016015,Serveis,Acte commemoratiu Diada de Catalunya,Menor,750.0,750.0,1
ASSO.VEINS DE SARRIA,G58398413,Serveis,Taules rodones Jornades de Justicia Global,Menor,247.93,300.0,1
ASSO.VEINS FONT GUATLLA-MAGORI,G58300963,Serveis,Suport inscripcions a tallers c.cívic Font Guatlla,Menor,3230.03,3230.03,1
ASSOC COMERCIANTS CARMEL CENTR,G61102778,Serveis,CAMPANYA NADAL CARMEL,Menor,4990.0,4990.0,1
ASSOC ESPORTIVA BCN DISCAPACIT,G61691127,Serveis,Organització Dia Internacional Persones Discapacit,Menor,4940.0,4940.0,1
ASSOC LIANT LA TROCA,G65379398,Serveis,ACTIVITATS PUNTUALS ÀMBIT PERSONES DISCAPACITAT,Menor A Genèrica,250.0,250.0,1
ASSOC ORQUESTRA DE CAMBRA CATA,G59927590,Serveis,Concert de primavera Districte Sant Andreu,Menor,2200.0,2200.0,1
ASSOC SOCIAL ANDROMINES DE MON,G60304862,Serveis,SERVEIS DE SUPORT A ACTES,Menor A Genèrica,213.73,213.73,1
ASSOC. ACONDICIONAMIENTO TARRA,G08360232,Subministraments,Subm. material de vesturari i EPI per a l'SPEIS,Menor A Genèrica,2828.04,3421.92,2
ASSOC. CATALANA DE MITJANS LOC,G64172505,Serveis,Serveis fotogràfics i de vídeo,Menor,29928.0,29928.0,2
ASSOC. CATALANA PREVENCIO SUIC,G65895153,Serveis,Pilot de grup de suport emocional per risc suïcidi,Menor,14000.0,14000.0,1
ASSOC. COMERC.I VEINS CREU COB,G58792979,Serveis,Dinamització comercial de Nadal a eix Creu Coberta,Menor,3000.0,3000.0,1
ASSOC. COMERCIANTS SARRIA,G58503756,Serveis,Activitats annexió de Sarrià a Barcelona,Menor,4070.0,4924.7,1
ASSOC. COMERCOS ENTORN MERCAT,G59826768,Serveis,Dinamització Nadal entorn Mercat de Sants,Menor,4320.0,5227.2,1
ASSOC. D'AMICS I COMERCIANTES,G62299920,Serveis,Desp. menor quantia actes puntuals no recurrents,Menor A Genèrica,3000.0,3630.0,1
ASSOC. D'ARXIVERS DE CATALUNYA,G58641952,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,205.0,205.0,1
ASSOC. ESPORTIVA L'EIXAMPLE DE,G08943813,CONCESSIONS DE SERVEIS,Gestió i explotació llac-piscina Creueta del Coll,Restringit,24062.4,24062.4,1
ASSOC. ESPORTIVA SANT ANDREU -,G08941486,Serveis,CASAL NADAL A LA MONTSANT,Menor,4989.6,4989.6,1
ASSOC. RELACIONAL PRACTIQUES C,G66532904,Serveis,Producció activ. festives puntuals barris C. Vella,Menor A Genèrica,632.5,765.33,1
ASSOC. SANT MARTI ESPORT,G08932675,CONCESSIONS DE SERVEIS,GESTIO I EXPLOTACIO PISTA POLIESPORTIVA M. LA PAU,Restringit,48000.0,48000.0,1
ASSOC. TAULA D'ENTITATS DE SAR,G65690620,Serveis,Estudi Festa Major Sarrià i vida associativa,Menor,3200.0,3200.0,1
ASSOC. VEINS I VEINES ESQUERRA,G08947558,Serveis,Organització actes protocol.laris,Menor A Genèrica,238.0,287.98,1
ASSOC.AMICS I AMIGUES DE LA SE,G65452229,Serveis,"La Sedeta, organització d'actes i activitats",Menor A Genèrica,350.0,350.0,1
ASSOC.AMIGUES DE LA MUSICA,G67570325,Serveis,actuacio musical-concert,Menor,400.0,484.0,1
ASSOC.CATALANA D'INTEGR.I DESE,G60531100,Serveis,Catering Nadal Districte,Menor,3006.25,3306.88,1
ASSOC.CENTRE PROMOT. APRENENT.,G67179770,Serveis,projectes d’Aprenentatge Servei,Obert,9150.0,11071.5,1
ASSOC.COMERç I SERVEIS DE POBL,G59989327,Serveis,Suport activitats Nadal AC Poble-sec,Menor,3000.0,3000.0,1
ASSOC.CULT.TRADICIO MUSICAL TR,G59120444,Serveis,Coordinació i producció programació música Folk,Menor,14474.0,17513.54,1
ASSOC.DE COMERC.DE SANTS-ESTAB,G58792904,Serveis,Dinamització campanya Nadal eix Sants Estab. Units,Menor,3000.0,3000.0,1
ASSOC.EDUCATIVA I CULTURAL FOR,G65400608,Serveis,Diversitat curricular amb empreses i entitats,Menor,4280.0,4280.0,1
ASSOC.PER L'IMPULS ECON.COOP I,G66622002,Serveis,ESTIU AL PATI,Menor,14499.0,17543.79,1
ASSOC.SOCIOCULTURAL LA COSA NO,G63341192,Serveis,CASAL INFANTIL A CAN PEGUERA,Menor,14970.0,14970.0,1
ASSOC.VEINS BARRI S. ANTONIDE,G58145178,Serveis,Organització i atencions protocol·làries,Menor A Genèrica,550.0,550.0,1
ASSOC.XARXA D'ECONOMIA SOLIDÀR,G02905735,Serveis,Tallers de seguretat alimentària,Menor,6410.0,7756.1,1
ASSOCIACIÓ  DE COMERCIANTS  I,G60511847,Serveis,Projecte dignificació persianes districte Eixample,Menor,5000.0,5000.0,1
"ASSOCIACIÓ ""IN VIA""",G64980501,Serveis,Acolliment lot 1 In Via abril 2021,Basat en Acord Marc,5915.0,5915.0,1
ASSOCIACIO ACCIONS FEM FEMINIS,G67318915,Serveis,ANEM JUNTES,Menor,11000.0,11000.0,1
ASSOCIACIO AGAPE DE BARCELONA,G66770652,Serveis,Serv. produc actes puntuals no recurrents C. Vella,Menor A Genèrica,1002.4,1002.4,1
ASSOCIACIÓ AGOST PRODUCCIONS,G65062077,Serveis,CONCURS LITERARI LLETRES JOVES,Menor,12395.0,14997.95,1
ASSOCIACIO AKA,G67487405,Serveis,Activitats Viu Montjuïc AKA,Menor,7260.0,8784.6,1
ASSOCIACIÓ AMICS MUSEU CIENCIE,G60437662,Serveis,Informe control població de cotorreta de pit gris,Menor,10700.0,12947.0,1
ASSOCIACIÓ ANIMAL LATITUDE,G65439440,Serveis,Despeses menor quantia Mapa B+S,Menor A Genèrica,3000.0,3630.0,1
ASSOCIACIÓ AREA ADAPTADA,G65202996,Subministraments,Subministrament despeses menor quantia Participaci,Menor A Genèrica,1763.0,1763.0,1
ASSOCIACIO ARTETERAPIA ARTENEA,G65048977,Serveis,"activitat artistica comunitària "" Ales """,Menor,600.0,600.0,1
ASSOCIACIO BANCO FARMACEUTICO,G64771322,Serveis,Projecte pilot de suport a persones grans,Menor,7025.0,7025.0,1
ASSOCIACIÓ BARCELONETA ALERTA,G63428007,Serveis,Servei Punt de Suport Informàtic Barceloneta,Menor,11406.75,13802.17,1
ASSOCIACIO BLUEGRASS I OLD-TIM,G64805914,Serveis,Organització d'actes tardor-hivern,Menor A Genèrica,800.0,800.0,1
ASSOCIACIÓ CAPIBOLA BLUES,G64073869,Serveis,ACTIVITATS PUNTUALS EN L'ÀMBIT DE TERRITORI,Menor A Genèrica,495.87,600.0,1
ASSOCIACIÓ CIAORTIGA,G55371033,Serveis,Espectacle “Kumulunimbu” del Programa de Justícia,Menor,826.0,999.46,1
ASSOCIACIÓ COBLA RAMBLES,G61244935,Serveis,Audició sardanes Festa Major Sant Gervasi Sud,Menor,850.0,850.0,1
ASSOCIACIO COL.LECTIU 7CIENCIE,G55744114,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,50.0,50.0,1
ASSOCIACIO COMERCIANTS LA MARI,G59417105,Serveis,Servei promocional comerç local de La Marina,Menor,3000.0,3000.0,1
ASSOCIACIO CONEIXER HISTORIA,G64790405,Serveis,Producció plafons i publicació Colònia Castells,Menor,5844.88,7072.3,1
"ASSOCIACIÓ CONEXUS. ATENCIÓ, F",G65525768,Serveis,Formació Circuït contra la violència Masclista,Menor,1500.0,1500.0,1
ASSOCIACIO COOPERASEC,G66909466,Serveis,Dinamització de la Pl. Navas al Poble-sec,Menor,10500.0,12705.0,1
"ASSOCIACIO CULTURAL ""VIU EL TE",G64167877,Serveis,Adaptació teatral i representació de dos contes,Menor,950.0,950.0,1
ASSOCIACIO CULTURAL ELPARLANTE,G65162562,Serveis,"Gent gran, organització d'actes i activitats",Menor A Genèrica,2892.56,3500.0,1
ASSOCIACIO DE DISSENY INDUSTRI,G60044815,Serveis,Organització esdeveniment elecció iluminació,Menor,14500.0,17545.0,1
ASSOCIACIÓ DIGITALFEMS,G67360578,Serveis,Estudi ANÀLISI DE LA BRETXA DIGITAL DE GÈNERE,Menor,14940.0,18077.4,1
ASSOCIACIO DINAMIC,G63316475,Serveis,ACTIVITATS EXTRAORDINÀRIES PER INFANTS I JOVES,Menor,3855.32,3855.32,1
ASSOCIACIO ECO-VEÏNAL VALLBONA,G66928508,Serveis,SUPORT EN TRÀMITS TELEMÀTICS A ZONA NORD,Menor,14999.99,14999.99,1
ASSOCIACIÓ EDUCACIÓ I LLEURE U,G65902439,Serveis,SERVEI DE SUPORT AL CENTRE OBERT UBUNTU,Menor,5363.4,5363.4,1
ASSOCIACIO ENGINYERS INDUSTR.,G08398562,Subministraments,Compra llibres Gerències i Districtes 2021,Menor A Genèrica,634.0,767.14,8
ASSOCIACIO ESCLAT,G08569303,Serveis,Direcció Ateneu Juny-Agost 2021,Menor,8612.46,10421.08,1
ASSOCIACIO ESPIGOLADORS,G66264953,Serveis,Projecte de recuperació de la taronja amarga,Menor,9560.0,10951.6,1
ASSOCIACIÓ ESPORTIVA ESCOLAR I,G64353485,CONCESSIONS DE SERVEIS,GESTIÓ I EXPLOTACIÓ POLIESPORTIU JOSEP COMELLAS,Restringit,0.0,0.0,1
ASSOCIACIO ESPORTIVA LES CORTS,G08821852,Serveis,Gestió CEM Arístides Maillol abril 2021,Menor,4997.67,6047.18,1
ASSOCIACIÓ EUROPA SENSE MURS,G67286732,Serveis,Identificació dels intermediaris laborals,Menor,5650.0,5650.0,1
ASSOCIACIÓ GRÀCIA PARTICIPA,G67472571,Serveis,Coordinació punts d’informació Casals comunitaris,Menor,4980.0,6025.8,1
ASSOCIACIÓ GRÀCIA SOLIDÀRIA (E,G67417295,Serveis,Projecte de cooperació i justicia global,Menor A Genèrica,1240.0,1500.4,1
ASSOCIACIÓ HABITATS GRUP PER L,G17530346,Serveis,Projectes de recerca de Ciència Ciutadana Escoles,Menor A Genèrica,2100.0,2100.0,1
ASSOCIACIO INSTITUT CATALA D'O,G58804055,Serveis,Impacte colònies gats en ocells,Menor,8741.25,10576.91,1
ASSOCIACIÓ INTERCULTURAL LLATI,G65506677,Serveis,Pagament a varis autors de la revista BCN Societat,Menor A Genèrica,350.0,423.5,1
ASSOCIACIÓ JOVES MÚSICS BARCEL,G66580408,Serveis,ACTIVITATS CULTURALS CICLE DE CLÀSSICA,Menor A Genèrica,800.0,800.0,1
ASSOCIACIO LA BACANAL,G66008566,Serveis,"Viu Montjuïc el Parc de la Cultura, activitats",Menor A Genèrica,2500.0,3025.0,1
ASSOCIACIÓ LA CAMERATA,G55045132,Serveis,Projecte de cooperació i justicia global,Menor A Genèrica,800.0,968.0,1
ASSOCIACIO LA TIRETA SALUT MEN,G67304238,Serveis,Servei de contractacio de tallers per a dones,Menor,3306.24,4000.55,1
ASSOCIACIO LA VOZ AHOGADA,G67598094,Serveis,"La Sedeta, organització d'actes i activitats",Menor A Genèrica,800.0,968.0,1
ASSOCIACIÓ LA XIXA TEATRE,G65424038,Serveis,"Projecte ""Noves Mirades""",Menor,8400.0,8400.0,1
ASSOCIACIÓ L'ÀLIGA DE GRÀCIA,G67192583,Serveis,"Cultura, organització d'actes i activitats",Menor A Genèrica,724.57,724.57,1
ASSOCIACIÓ LECTURA FÀCIL,G63105217,Serveis,Adaptació informe discriminacions a lectura fàcil,Menor,2230.0,2698.3,1
ASSOCIACIO LES CORTS PER LA,G64303464,Serveis,Suport logístic actes culturals 2021,Menor,11254.55,13618.01,1
ASSOCIACIO LES FUGITIVES,G67169821,Serveis,"Dones, organització d'actes i activitats",Menor A Genèrica,525.0,635.25,1
ASSOCIACIÓ LLIGAM PER A LA INS,G60688157,Serveis,Acolliment lot 2 Lligam abril 2021,Basat en Acord Marc,20688.0,20688.0,1
ASSOCIACIO MEDIAMBIENTAL XATRA,G55014179,Serveis,Projectes de recerca de Ciència Ciutadana Escoles,Menor A Genèrica,1400.0,1400.0,1
ASSOCIACIO MEMORIA TAXONERA,G67553305,Serveis,MEMÒRIA HISTÒRICA,Menor A Genèrica,227.26999999999998,275.01,3
ASSOCIACIO MENJADORES ECOLOGIC,G66159492,Serveis,Assessorament Menjadors Escolars Sostenibles -ASPB,Menor,8100.0,9801.0,1
ASSOCIACIÓ PELS DRETS SEXUALS,G08914475,Serveis,Acompanyament Centres Oberts salut sexual,Menor,14000.0,14000.0,1
ASSOCIACIO PER A LA CREACIO I,G60498433,Serveis,actes de mediació,Menor A Genèrica,391.32,440.0,3
ASSOCIACIO PER A LA DIVULGACIO,G66731316,Serveis,"Joventut, organització d'actes i activitats",Menor A Genèrica,321.0,321.0,1
ASSOCIACIÓ PER L'ALLIBERAMENT,G06831960,Serveis,"Joventut, organització d'actes i activitats",Menor A Genèrica,700.0,847.0,1
ASSOCIACIÓ PICC,G67366518,Serveis,Anàlisi instal·lació i formació streaming,Menor,9900.0,11979.0,1
ASSOCIACIÓ PIDES BARCELONA,G67492066,Serveis,"Cultura, organització d'actes i activitats",Menor A Genèrica,300.0,300.0,1
ASSOCIACIÓ PROHABITATGE,G61964102,Serveis,Acolliment Lot 1 - Abril  - PROHABITATGE,Basat en Acord Marc,1021.2,1021.2,1
ASSOCIACIO PROJECTART,G58532870,Serveis,ACTIVIT PUNTUALS ESDEVENIMENTS PROMOCIÓ ECONÒMICA,Menor A Genèrica,100.0,121.0,1
ASSOCIACIÓ REBOBINART,G65744138,Serveis,“NO ESTEM SOL*S”,Menor,3500.0,4235.0,1
ASSOCIACIO SOCIAL GABELLA,G64344526,Serveis,Programa de cuina comunitària al barri Gòtic,Menor,2120.0,2120.0,1
ASSOCIACIÓ SOCIO-CULTURAL CAN,G67518720,Serveis,"La Sedeta, organització d'actes i activitats",Menor A Genèrica,1279.32,1547.98,1
ASSOCIACIÓ SOLIDANÇA,G61291894,Serveis,Serv. Promoció de la reparació i el reciclatge,Menor,6469.65,7828.28,1
ASSOCIACIO VEÏNS/ES ELS EUCALI,G66323957,Serveis,DINAMITZACIÓ INFANTIL I JUVENIL A TORRE BARÓ,Menor,2675.11,3236.88,1
ASSOCIACIÓN ÁFRICA SIN FRONTER,G65499147,Serveis,"Activ. JG: expo, taller pecussió i escultòric.",Menor,1260.0,1260.0,1
ASSOCIACION MUNDOANIMADO,G64670714,Subministraments,Subministrament llibres Episodis Història St.Martí,Menor,375.0,390.0,1
"ATELIER-LIBROS, S.A.",A08902173,Privat d'Administració Pública,Subscripcions revistes Gerències i Districtes 2021,Menor A Genèrica,133.88,161.99,1
ATHENEA SOLUTIONS & TECH SL,B66459843,Serveis,SERVEIS DE SUPORT A ACTES,Menor A Genèrica,495.87,600.0,1
ATICA BELFORT S.L.,B67508663,Obres,H - Instal·lació tendals patis CGG Horta,Menor,39175.92,47402.86,1
ATIM EVENT ENGINEERING SL,B65905416,Serveis,Servei d’enginyeria instal·lació Pl Catalunya,Menor,12250.0,14822.5,1
ATRA,G58219874,Serveis,PROGRAMA BENESTAR ANIMAL,Menor,13028.46,13028.46,1
ATRA CLINIC SL,B62329917,Serveis,SERVEIS DE SUPORT A PROGRAMES,Menor A Genèrica,2153.46,2605.69,1
ATREVIA COMUNICACION SL,B67253732,Serveis,elaboració del relat i pla de comunicació 5G,Menor,14400.0,17424.0,1
"ATRIUM SERVICIOS AUXILIARES, S",B64863285,Serveis,Actuacions al territori,Menor A Genèrica,290.5,351.51,1
"AUBERT, S.A.",A58785593,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,336.3,406.92,1
AUDALIA NEXIA AUDITORES SL,B78048097,Serveis,Inf. revisió limitada 2019-2020 Concessions esport,Menor,6110.0,7393.1,1
AUDIOTEC,A47237516,Serveis,Caracterització acústica d'espais a la vía pública,Menor,14608.11,17675.81,1
"AUDIOVISUAL ESPAÑOLA 2000,S.A.",A82031329,Privat d'Administració Pública,Subscripcions corporatives La Razón 2021,Menor,2830.4,2943.62,1
"AUDIOVISUAL RESOURCES, S.L.",B67095158,Serveis,Audiovisuals i só SuperillaBcn al Mercat S. Antoni,Menor,14300.0,17303.0,1
"AUGUSTA ABOGADOS, SLP",B64943988,Serveis,Anàlisi jurídica normativa implantació drons,Menor,14000.0,16940.0,1
AULA D'IDIOMES SCCL,F66933342,Serveis,Serveis per festes i actes puntuals no recurrents,Menor A Genèrica,323.7,391.68,1
AUSERVI GROUP SEGURIDAD Y,B64811995,Serveis,"Joventut, organització d'actes i activitats",Menor A Genèrica,820.0,992.2,1
AUTO DISTRIBUCIÓN SL,B08215378,Subministraments,Subm. material+caixes vehicle pedagògic SPCPEIS,Menor,8145.06,9855.52,1
AUTO ESCUELA ZONA FRANCA SL,B60751328,Serveis,Formació en conducció de motocicletes per la GUb,Menor,14256.0,14256.0,1
AUTO OCHENTA Y OCHO S.A.,A58061573,Serveis,Reparacions de vehicles GUB de propietat,Menor A Genèrica,1318.74,1595.68,3
"AUTOCARES JULIA, S.L.",B08095390,Serveis,Despeses Menor Quantia 2021,Menor A Genèrica,180.0,198.0,1
"AUTO-GRÚAS SANT JORDI, SL",B62545603,Subministraments,Subm+retirada vehicles cessió pràctiques excarcera,Obert simplificat,38640.0,46754.4,1
AUTORITAT TRANSPORT METROPOLIT,P5890049I,Subministraments,Subm. targetes de transport T-Casual any 2021,Menor,6190.91,6810.0,1
"AUXILIAR DE OBRA CIVIL, S.A.",A58492851,Obres,OBRES ARRANJAMENT VORERA C.FERROCARRILS CATALANS,Menor,36268.11,43884.41,1
AUXILIAR FIRMES Y CARRETERAS S,A43017854,Obres,OBRES ADEQUACIÓ PAVIMENT A VIA FAVÈNCIA 94-170,Menor,23017.27,27850.9,1
AUXILIAR OBRA CIVIL Y JARDINER,B62299813,Obres,OBRES INSTAL·LACIO BANCS PER A GENT GRAN,Menor,38899.01,47067.8,1
AUXILIAR SERVICIOS Y ASISTENCI,B25426867,Obres,Actuacions prèvies Pla de Cales Edif.Masriera,Menor,37867.05,45819.13,1
AVAIL SERVICES SL,B66461351,Serveis,assistència tècnica tràmits web BIW,Menor,14500.0,17545.0,1
AVALION INNOVATION & TRANSFORM,B88426036,Serveis,"Serveis d'impressió, escaneig i còpia Sant Martí",Obert,184385.38,223106.31,1
AVANTI AVANTI ESTUDI SL,B65213779,Serveis,AT disseny obert element urbà centres educatius,Menor,14900.0,18029.0,1
AVANZIA BIENESTAR SOCIAL Y DES,B84464205,Serveis,"Programa C, tret dels projectes d’Aprenentatge Ser",Obert,26080.0,31556.8,1
"AVIS ALQUILE UN COCHE, S.A.",A28152767,Subministraments,Lloguer 3 vehicles de reforç GUB,Menor,8264.46,10000.0,1
AVORIS RETAIL DIVISION SL,B07012107,Serveis,Allotjament curta estada,Negociat sense publicitat,918764.55,1019828.65,1
"AXATON, SL",B91586529,Serveis,Reparacions (mant. correctiu) equips i eines SPEIS,Menor A Genèrica,643.0,778.03,1
AXESOR CONOCER PARA DECIDIR SA,A18413302,Privat d'Administració Pública,Subscripció base de dades Investiga Pro 2021,Menor,5052.0,6112.92,1
"AXIOMA CONSULTORS ACUSTICS,SL",B17686320,Serveis,Despeses menors actes puntuals no recurrents SPIT,Menor A Genèrica,1336.4,1617.04,1
AZULEJOS V. PORCAR SL,B60739174,Subministraments,Material divers manteniment edificis Can Batlló,Menor A Genèrica,9015.49,10908.74,7
B.BRAUN VETCARE S.A.,A96722772,Subministraments,medicaments i zoosanitaris pel CAACB,Menor A Genèrica,4456.429999999999,5144.449999999999,5
"B01 ESTUDI D'ARQUITECTES, SLP",B65152274,Serveis,Redacció de l'estudi rehab parc edificatori Bcn,Menor,14500.0,17545.0,1
BAC DE RODA SPORT SL,B61861548,Serveis,Formació física CEM Bac de Roda per la GUB,Menor,2418.0,2925.78,1
